id,country,year,cost_healthy_diet_ppp_usd,annual_cost_healthy_diet_usd,cost_vegetables_ppp_usd,cost_fruits_ppp_usd,total_food_components_cost,continent,cpi
459,Ethiopia,2024,4.78,1744.7,,,,Africa,
460,Fiji,2017,3.2,1168.0,,,,Oceania,
461,Fiji,2018,3.26,1189.9,,,,Oceania,
462,Fiji,2019,3.41,1244.65,,,,Oceania,
463,Fiji,2020,3.48,1270.2,,,,Oceania,
464,Fiji,2021,3.81,1390.65,0.99,0.68,1.67,Oceania,
465,Fiji,2022,4.18,1525.6999999999998,,,,Oceania,
466,Fiji,2023,4.58,1671.7,,,,Oceania,
467,Fiji,2024,4.82,1759.3000000000002,,,,Oceania,
468,Finland,2017,2.53,923.45,,,,Europe,110.001661
469,Finland,2018,2.61,952.65,,,,Europe,111.193882
470,Finland,2019,2.72,992.8,,,,Europe,112.335332
471,Finland,2020,2.81,1025.65,,,,Europe,112.649026
472,Finland,2021,2.87,1047.55,0.89,0.61,1.5,Europe,115.142264
473,Finland,2022,3.25,1186.25,,,,Europe,123.338218
474,Finland,2023,3.52,1284.8,,,,Europe,131.050029
475,Finland,2024,3.57,1303.05,,,,Europe,
476,France,2017,2.58,941.7,,,,Europe,106.864453
477,France,2018,2.65,967.25,,,,Europe,108.842316
478,France,2019,2.83,1032.95,,,,Europe,110.048567
479,France,2020,2.94,1073.1,,,,Europe,110.572947
480,France,2021,2.96,1080.4,0.92,0.86,1.78,Europe,112.388921
481,France,2022,3.32,1211.8,,,,Europe,118.258284
482,France,2023,3.67,1339.55,,,,Europe,124.027345
483,France,2024,3.75,1368.75,,,,Europe,
484,Gabon,2017,3.24,1182.6,,,,Africa,
485,Gabon,2018,3.31,1208.15,,,,Africa,
486,Gabon,2019,3.44,1255.6,,,,Africa,
487,Gabon,2020,3.6,1314.0,,,,Africa,
488,Gabon,2021,3.81,1390.65,1.09,0.47,1.56,Africa,
489,Gabon,2022,4.18,1525.6999999999998,,,,Africa,
490,Gabon,2023,4.45,1624.25,,,,Africa,
491,Gabon,2024,4.64,1693.6,,,,Africa,
492,Gambia,2017,2.69,981.85,,,,Africa,
493,Gambia,2018,2.86,1043.9,,,,Africa,
494,Gambia,2019,2.98,1087.7,,,,Africa,
495,Gambia,2020,3.18,1160.7,,,,Africa,
496,Gambia,2021,3.45,1259.25,0.38,0.47,0.85,Africa,
497,Gambia,2022,3.81,1390.65,,,,Africa,
498,Gambia,2023,4.13,1507.45,,,,Africa,
499,Gambia,2024,4.43,1616.9499999999998,,,,Africa,
500,Germany,2017,2.64,963.6,,,,Europe,109.350477
501,Germany,2018,2.76,1007.4,,,,Europe,111.269736
502,Germany,2019,2.87,1047.55,,,,Europe,112.848634
503,Germany,2020,2.97,1084.0500000000002,,,,Europe,113.45372
504,Germany,2021,3.1,1131.5,0.86,0.89,1.75,Europe,116.932968
505,Germany,2022,3.54,1292.1,,,,Europe,124.969273
506,Germany,2023,3.89,1419.85,,,,Europe,132.400492
507,Germany,2024,4.0,1460.0,,,,Europe,
508,Ghana,2017,3.54,1292.1,,,,Africa,
509,Ghana,2018,3.51,1281.15,,,,Africa,
510,Ghana,2019,3.48,1270.2,,,,Africa,
511,Ghana,2020,3.46,1262.9,,,,Africa,
512,Ghana,2021,3.5,1277.5,0.46,0.25,0.71,Africa,
513,Ghana,2022,3.83,1397.95,,,,Africa,
514,Ghana,2023,4.29,1565.85,,,,Africa,
515,Ghana,2024,4.49,1638.85,,,,Africa,
516,Greece,2017,2.93,1069.45,,,,Europe,101.062161
517,Greece,2018,2.99,1091.35,,,,Europe,101.694759
518,Greece,2019,3.1,1131.5,,,,Europe,101.950651
519,Greece,2020,3.13,1142.45,,,,Europe,100.678743
520,Greece,2021,3.25,1186.25,0.8,0.66,1.46,Europe,101.910379
521,Greece,2022,3.73,1361.45,,,,Europe,111.73998
522,Greece,2023,4.16,1518.4,,,,Europe,115.610239
523,Greece,2024,4.31,1573.15,,,,Europe,
524,Grenada,2017,4.43,1616.9499999999998,,,,North America,
525,Grenada,2018,4.5,1642.5,,,,North America,
526,Grenada,2019,4.44,1620.6,,,,North America,
527,Grenada,2020,4.5,1642.5,,,,North America,
528,Grenada,2021,4.59,1675.35,1.29,1.07,2.3600000000000003,North America,
529,Grenada,2022,5.11,1865.15,,,,North America,
530,Grenada,2023,5.58,2036.7,,,,North America,
531,Grenada,2024,5.83,2127.95,,,,North America,
532,Guatemala,2017,2.88,1051.2,,,,North America,
533,Guatemala,2018,3.12,1138.8,,,,North America,
534,Guatemala,2019,3.45,1259.25,,,,North America,
535,Guatemala,2020,3.74,1365.1,,,,North America,
536,Guatemala,2021,4.01,1463.65,0.64,0.47,1.11,North America,
537,Guatemala,2022,4.43,1616.9499999999998,,,,North America,
538,Guatemala,2023,4.78,1744.7,,,,North America,
539,Guatemala,2024,5.03,1835.95,,,,North America,
540,Guinea,2017,2.59,945.35,,,,Africa,
541,Guinea,2018,2.84,1036.6,,,,Africa,
542,Guinea,2019,3.05,1113.25,,,,Africa,
543,Guinea,2020,3.35,1222.75,,,,Africa,
544,Guinea,2021,3.72,1357.8000000000002,0.48,0.44,0.92,Africa,
545,Guinea,2022,4.14,1511.1,,,,Africa,
546,Guinea,2023,4.65,1697.2500000000002,,,,Africa,
547,Guinea,2024,5.1,1861.5,,,,Africa,
548,Guinea-Bissau,2017,3.01,1098.65,,,,Africa,
549,Guinea-Bissau,2018,3.04,1109.6,,,,Africa,
550,Guinea-Bissau,2019,3.14,1146.1,,,,Africa,
551,Guinea-Bissau,2020,3.24,1182.6,,,,Africa,
552,Guinea-Bissau,2021,3.45,1259.25,0.85,0.45,1.3,Africa,
553,Guinea-Bissau,2022,3.74,1365.1,,,,Africa,
554,Guinea-Bissau,2023,3.98,1452.7,,,,Africa,
555,Guinea-Bissau,2024,4.09,1492.85,,,,Africa,
556,Guyana,2017,4.62,1686.3,,,,South America,
557,Guyana,2018,4.79,1748.35,,,,South America,
558,Guyana,2019,5.06,1846.9,,,,South America,
559,Guyana,2020,5.41,1974.65,,,,South America,
560,Guyana,2021,5.9,2153.5,,,,South America,
561,Guyana,2022,6.37,2325.05,,,,South America,
562,Guyana,2023,6.64,2423.6,,,,South America,
563,Guyana,2024,6.83,2492.95,,,,South America,
564,Haiti,2017,3.93,1434.45,,,,North America,
565,Haiti,2018,4.05,1478.25,,,,North America,
566,Haiti,2019,4.28,1562.2,,,,North America,
567,Haiti,2020,4.57,1668.0500000000002,,,,North America,
568,Haiti,2021,4.88,1781.2,,,,North America,
569,Haiti,2022,5.3,1934.5,,,,North America,
570,Haiti,2023,5.53,2018.45,,,,North America,
571,Haiti,2024,6.21,2266.65,,,,North America,
572,Honduras,2017,3.69,1346.85,,,,North America,
573,Honduras,2018,3.66,1335.9,,,,North America,
574,Honduras,2019,3.64,1328.6,,,,North America,
575,Honduras,2020,3.76,1372.4,,,,North America,
576,Honduras,2021,3.81,1390.65,0.77,0.79,1.56,North America,
577,Honduras,2022,4.28,1562.2,,,,North America,
578,Honduras,2023,4.64,1693.6,,,,North America,
579,Honduras,2024,4.75,1733.75,,,,North America,
580,Hungary,2017,3.36,1226.4,,,,Europe,114.443038
581,Hungary,2018,3.45,1259.25,,,,Europe,117.695544
582,Hungary,2019,3.6,1314.0,,,,Europe,121.634347
583,Hungary,2020,3.69,1346.85,,,,Europe,125.680199
584,Hungary,2021,3.68,1343.2,0.98,0.82,1.7999999999999998,Europe,132.101873
585,Hungary,2022,4.46,1627.9,,,,Europe,151.409647
586,Hungary,2023,5.08,1854.2,,,,Europe,177.344528
587,Hungary,2024,5.08,1854.2,,,,Europe,
588,Iceland,2017,2.37,865.0500000000001,,,,Europe,121.9654903
589,Iceland,2018,2.41,879.6500000000001,,,,Europe,125.2351888
590,Iceland,2019,2.52,919.8,,,,Europe,129.0142719
591,Iceland,2020,2.69,981.85,,,,Europe,132.6832178
592,Iceland,2021,2.77,1011.05,0.79,0.54,1.33,Europe,138.5801478
593,Iceland,2022,3.0,1095.0,,,,Europe,150.0986646
594,Iceland,2023,3.21,1171.65,,,,Europe,163.2095819
595,Iceland,2024,3.29,1200.85,,,,Europe,
596,India,2017,2.77,1011.05,,,,Asia,151.967771
597,India,2018,2.86,1043.9,,,,Asia,157.963004
598,India,2019,3.01,1098.65,,,,Asia,163.844403
599,India,2020,3.23,1178.95,,,,Asia,174.696534
600,India,2021,3.4,1241.0,0.7,0.58,1.2799999999999998,Asia,183.670411
601,India,2022,3.67,1339.55,,,,Asia,195.964433
602,India,2023,3.86,1408.9,,,,Asia,207.04423
603,India,2024,4.07,1485.5500000000002,,,,Asia,
604,Indonesia,2017,3.61,1317.65,,,,Asia,141.759546
605,Indonesia,2018,3.68,1343.2,,,,Asia,146.293507
606,Indonesia,2019,3.68,1343.2,,,,Asia,150.727059
607,Indonesia,2020,3.86,1408.9,,,,Asia,153.797712
608,Indonesia,2021,4.0,1460.0,0.73,0.86,1.59,Asia,156.197379
609,Indonesia,2022,4.39,1602.35,,,,Asia,162.773275
610,Indonesia,2023,4.63,1689.95,,,,Asia,168.816233
611,Indonesia,2024,4.75,1733.75,,,,Asia,
612,Iran (Islamic Republic of),2017,3.01,1098.65,,,,,
613,Iran (Islamic Republic of),2018,3.11,1135.15,,,,,
614,Iran (Islamic Republic of),2019,3.35,1222.75,,,,,
615,Iran (Islamic Republic of),2020,3.15,1149.75,,,,,
616,Iran (Islamic Republic of),2021,3.37,1230.05,,,,,
617,Iran (Islamic Republic of),2022,4.09,1492.85,,,,,
618,Iran (Islamic Republic of),2023,4.46,1627.9,,,,,
619,Iran (Islamic Republic of),2024,4.39,1602.35,,,,,
620,Iraq,2017,3.32,1211.8,,,,Asia,
621,Iraq,2018,3.48,1270.2,,,,Asia,
622,Iraq,2019,3.5,1277.5,,,,Asia,
623,Iraq,2020,3.5,1277.5,,,,Asia,
624,Iraq,2021,3.42,1248.3,0.53,0.54,1.07,Asia,
625,Iraq,2022,3.76,1372.4,,,,Asia,
626,Iraq,2023,3.97,1449.0500000000002,,,,Asia,
627,Iraq,2024,4.1,1496.4999999999998,,,,Asia,
628,Ireland,2017,2.33,850.45,,,,Europe,105.079586
629,Ireland,2018,2.27,828.55,,,,Europe,105.592763
630,Ireland,2019,2.3,839.4999999999999,,,,Europe,106.584326
631,Ireland,2020,2.22,810.3000000000001,,,,Europe,106.227712
632,Ireland,2021,2.29,835.85,0.57,0.67,1.24,Europe,108.732713
633,Ireland,2022,2.52,919.8,,,,Europe,117.221884
634,Ireland,2023,2.74,1000.1,,,,Europe,124.606419
635,Ireland,2024,2.83,1032.95,,,,Europe,
636,Israel,2017,2.51,916.15,,,,Asia,106.327827
637,Israel,2018,2.58,941.7,,,,Asia,107.18552
638,Israel,2019,2.6,949.0,,,,Asia,108.087517
639,Israel,2020,2.61,952.65,,,,Asia,107.45352
640,Israel,2021,2.75,1003.75,0.56,0.71,1.27,Asia,109.056964
641,Israel,2022,3.13,1142.45,,,,Asia,113.849556
642,Israel,2023,3.23,1178.95,,,,Asia,118.64082
643,Israel,2024,3.41,1244.65,,,,Asia,
644,Italy,2017,2.74,1000.1,,,,Europe,108.716497
645,Italy,2018,2.83,1032.95,,,,Europe,109.953133
646,Italy,2019,3.01,1098.65,,,,Europe,110.625218
647,Italy,2020,3.09,1127.85,,,,Europe,110.472879
648,Italy,2021,3.17,1157.05,0.8,0.93,1.73,Europe,112.542901
649,Italy,2022,3.6,1314.0,,,,Europe,121.772871
650,Italy,2023,3.96,1445.4,,,,Europe,128.619179
651,Italy,2024,4.14,1511.1,,,,Europe,
652,Jamaica,2017,4.88,1781.2,,,,North America,
653,Jamaica,2018,4.78,1744.7,,,,North America,
654,Jamaica,2019,4.83,1762.95,,,,North America,
655,Jamaica,2020,4.9,1788.5000000000002,,,,North America,
656,Jamaica,2021,4.9,1788.5000000000002,1.69,1.24,2.93,North America,
657,Jamaica,2022,5.41,1974.65,,,,North America,
658,Jamaica,2023,5.83,2127.95,,,,North America,
659,Jamaica,2024,6.02,2197.3,,,,North America,
660,Japan,2017,5.48,2000.2,,,,Asia,103.96379
661,Japan,2018,5.65,2062.25,,,,Asia,104.99209
662,Japan,2019,5.57,2033.05,,,,Asia,105.484268
663,Japan,2020,5.8,2117.0,,,,Asia,105.457901
664,Japan,2021,5.98,2182.7000000000003,1.57,1.3,2.87,Asia,105.211812
665,Japan,2022,6.66,2430.9,,,,Asia,107.839691
666,Japan,2023,7.29,2660.85,,,,Asia,111.364036
667,Japan,2024,7.62,2781.3,,,,Asia,
668,Jordan,2017,2.88,1051.2,,,,Asia,
669,Jordan,2018,2.9,1058.5,,,,Asia,
670,Jordan,2019,2.94,1073.1,,,,Asia,
671,Jordan,2020,3.02,1102.3,,,,Asia,
672,Jordan,2021,2.99,1091.35,0.55,0.58,1.13,Asia,
673,Jordan,2022,3.2,1168.0,,,,Asia,
674,Jordan,2023,3.28,1197.1999999999998,,,,Asia,
675,Jordan,2024,3.37,1230.05,,,,Asia,
676,Kazakhstan,2017,2.12,773.8000000000001,,,,Asia,
677,Kazakhstan,2018,2.13,777.4499999999999,,,,Asia,
678,Kazakhstan,2019,2.28,832.1999999999999,,,,Asia,
679,Kazakhstan,2020,2.43,886.95,,,,Asia,
680,Kazakhstan,2021,2.59,945.35,0.3,0.64,0.94,Asia,
681,Kazakhstan,2022,2.88,1051.2,,,,Asia,
682,Kazakhstan,2023,3.02,1102.3,,,,Asia,
683,Kazakhstan,2024,3.06,1116.9,,,,Asia,
684,Kenya,2017,2.56,934.4,,,,Africa,
685,Kenya,2018,2.62,956.3,,,,Africa,
686,Kenya,2019,2.83,1032.95,,,,Africa,
687,Kenya,2020,3.09,1127.85,,,,Africa,
688,Kenya,2021,3.42,1248.3,0.38,0.34,0.72,Africa,
689,Kenya,2022,3.86,1408.9,,,,Africa,
690,Kenya,2023,4.1,1496.4999999999998,,,,Africa,
691,Kenya,2024,4.26,1554.9,,,,Africa,
692,Kuwait,2017,2.13,777.4499999999999,,,,Asia,122.932071
693,Kuwait,2018,2.18,795.7,,,,Asia,123.616041
694,Kuwait,2019,2.19,799.35,,,,Asia,124.96574
695,Kuwait,2020,2.22,810.3000000000001,,,,Asia,127.592182
696,Kuwait,2021,2.46,897.9,0.87,0.58,1.45,Asia,131.960465
697,Kuwait,2022,2.74,1000.1,,,,Asia,137.213349
698,Kuwait,2023,2.93,1069.45,,,,Asia,142.210884
699,Kuwait,2024,3.09,1127.85,,,,Asia,
700,Kyrgyzstan,2017,3.23,1178.95,,,,Asia,
701,Kyrgyzstan,2018,2.98,1087.7,,,,Asia,
702,Kyrgyzstan,2019,2.94,1073.1,,,,Asia,
703,Kyrgyzstan,2020,3.21,1171.65,,,,Asia,
704,Kyrgyzstan,2021,3.36,1226.4,0.48,0.9,1.38,Asia,
705,Kyrgyzstan,2022,3.7,1350.5,,,,Asia,
706,Kyrgyzstan,2023,3.77,1376.05,,,,Asia,
707,Kyrgyzstan,2024,3.76,1372.4,,,,Asia,
708,Lao People's Democratic Republic,2017,3.74,1365.1,,,,,
709,Lao People's Democratic Republic,2018,3.77,1376.05,,,,,
710,Lao People's Democratic Republic,2019,3.91,1427.15,,,,,
711,Lao People's Democratic Republic,2020,4.22,1540.3,,,,,
712,Lao People's Democratic Republic,2021,4.33,1580.45,0.73,1.02,1.75,,
713,Lao People's Democratic Republic,2022,4.6,1678.9999999999998,,,,,
714,Lao People's Democratic Republic,2023,5.07,1850.55,,,,,
715,Lao People's Democratic Republic,2024,5.19,1894.35,,,,,
716,Latvia,2017,3.04,1109.6,,,,Europe,110.846528
717,Latvia,2018,3.03,1105.9499999999998,,,,Europe,113.657769
718,Latvia,2019,3.19,1164.35,,,,Europe,116.858077
719,Latvia,2020,3.28,1197.1999999999998,,,,Europe,117.114496
720,Latvia,2021,3.55,1295.75,0.85,0.81,1.66,Europe,120.95092
721,Latvia,2022,4.13,1507.45,,,,Europe,141.888527
722,Latvia,2023,4.51,1646.15,,,,Europe,154.57141
723,Latvia,2024,4.72,1722.8,,,,Europe,
724,Lebanon,2017,1.71,624.15,,,,Asia,
725,Lebanon,2018,1.86,678.9000000000001,,,,Asia,
726,Lebanon,2019,1.88,686.1999999999999,,,,Asia,
727,Lebanon,2020,3.15,1149.75,,,,Asia,
728,Lebanon,2021,3.71,1354.15,0.41,0.74,1.15,Asia,
729,Lebanon,2022,5.58,2036.7,,,,Asia,
730,Lebanon,2023,6.46,2357.9,,,,Asia,
731,Lebanon,2024,6.25,2281.25,,,,Asia,
732,Lesotho,2017,3.59,1310.35,,,,Africa,
733,Lesotho,2018,3.63,1324.95,,,,Africa,
734,Lesotho,2019,3.74,1365.1,,,,Africa,
735,Lesotho,2020,4.0,1460.0,,,,Africa,
736,Lesotho,2021,4.31,1573.15,0.96,0.64,1.6,Africa,
737,Lesotho,2022,4.68,1708.1999999999998,,,,Africa,
738,Lesotho,2023,4.96,1810.4,,,,Africa,
739,Lesotho,2024,5.24,1912.6,,,,Africa,
740,Liberia,2017,3.24,1182.6,,,,Africa,
741,Liberia,2018,3.3,1204.5,,,,Africa,
742,Liberia,2019,3.51,1281.15,,,,Africa,
743,Liberia,2020,3.78,1379.6999999999998,,,,Africa,
744,Liberia,2021,3.67,1339.55,1.04,0.4,1.44,Africa,
745,Liberia,2022,3.94,1438.1,,,,Africa,
746,Liberia,2023,4.17,1522.05,,,,Africa,
747,Liberia,2024,4.52,1649.8,,,,Africa,
748,Lithuania,2017,2.85,1040.25,,,,Europe,112.64249
749,Lithuania,2018,2.87,1047.55,,,,Europe,115.681503
750,Lithuania,2019,3.04,1109.6,,,,Europe,118.382098
751,Lithuania,2020,3.07,1120.55,,,,Europe,119.802559
752,Lithuania,2021,3.12,1138.8,0.88,0.61,1.49,Europe,125.413564
753,Lithuania,2022,3.66,1335.9,,,,Europe,150.126365
754,Lithuania,2023,3.97,1449.0500000000002,,,,Europe,163.813866
755,Lithuania,2024,4.03,1470.95,,,,Europe,
756,Luxembourg,2017,2.46,897.9,,,,Europe,111.415563
757,Luxembourg,2018,2.59,945.35,,,,Europe,113.118211
758,Luxembourg,2019,2.62,956.3,,,,Europe,115.090224
759,Luxembourg,2020,2.62,956.3,,,,Europe,116.033915
760,Luxembourg,2021,2.65,967.25,0.72,0.76,1.48,Europe,118.965999
761,Luxembourg,2022,2.95,1076.75,,,,Europe,126.503694
762,Luxembourg,2023,3.27,1193.55,,,,Europe,131.236708
763,Luxembourg,2024,3.37,1230.05,,,,Europe,
764,Madagascar,2017,3.08,1124.2,,,,Africa,
765,Madagascar,2018,3.18,1160.7,,,,Africa,
766,Madagascar,2019,3.21,1171.65,,,,Africa,
767,Madagascar,2020,3.2,1168.0,,,,Africa,
768,Madagascar,2021,3.34,1219.1,0.41,0.43,0.84,Africa,
769,Madagascar,2022,3.65,1332.25,,,,Africa,
770,Madagascar,2023,3.87,1412.55,,,,Africa,
771,Madagascar,2024,3.96,1445.4,,,,Africa,
772,Malawi,2017,2.38,868.6999999999999,,,,Africa,
773,Malawi,2018,2.52,919.8,,,,Africa,
774,Malawi,2019,2.77,1011.05,,,,Africa,
775,Malawi,2020,3.09,1127.85,,,,Africa,
776,Malawi,2021,3.43,1251.95,0.42,0.37,0.79,Africa,
777,Malawi,2022,3.88,1416.2,,,,Africa,
778,Malawi,2023,4.29,1565.85,,,,Africa,
779,Malawi,2024,4.64,1693.6,,,,Africa,
780,Malaysia,2017,3.1,1131.5,,,,Asia,119.505082
781,Malaysia,2018,3.2,1168.0,,,,Asia,120.663223
782,Malaysia,2019,3.3,1204.5,,,,Asia,121.463089
783,Malaysia,2020,3.43,1251.95,,,,Asia,120.079987
784,Malaysia,2021,3.52,1284.8,0.73,0.88,1.61,Asia,123.054491
785,Malaysia,2022,3.89,1419.85,,,,Asia,127.212131
786,Malaysia,2023,4.15,1514.7500000000002,,,,Asia,130.37827
787,Malaysia,2024,4.27,1558.55,,,,Asia,
788,Maldives,2017,3.36,1226.4,,,,Asia,
789,Maldives,2018,3.34,1219.1,,,,Asia,
790,Maldives,2019,3.28,1197.1999999999998,,,,Asia,
791,Maldives,2020,3.33,1215.45,,,,Asia,
792,Maldives,2021,3.39,1237.35,1.08,0.85,1.93,Asia,
793,Maldives,2022,3.74,1365.1,,,,Asia,
794,Maldives,2023,4.01,1463.65,,,,Asia,
795,Maldives,2024,4.3,1569.5,,,,Asia,
796,Mali,2017,2.97,1084.0500000000002,,,,Africa,
797,Mali,2018,2.96,1080.4,,,,Africa,
798,Mali,2019,2.97,1084.0500000000002,,,,Africa,
799,Mali,2020,3.04,1109.6,,,,Africa,
800,Mali,2021,3.16,1153.4,0.47,0.35,0.82,Africa,
801,Mali,2022,3.56,1299.4,,,,Africa,
802,Mali,2023,3.72,1357.8000000000002,,,,Africa,
803,Mali,2024,3.86,1408.9,,,,Africa,
804,Malta,2017,3.35,1222.75,,,,Europe,110.340826
805,Malta,2018,3.49,1273.85,,,,Europe,111.617199
806,Malta,2019,3.75,1368.75,,,,Europe,113.450718
807,Malta,2020,3.74,1365.1,,,,Europe,114.174548
808,Malta,2021,3.79,1383.35,0.79,1.06,1.85,Europe,115.883745
809,Malta,2022,4.28,1562.2,,,,Europe,123.016143
810,Malta,2023,4.66,1700.9,,,,Europe,129.282892
811,Malta,2024,4.89,1784.85,,,,Europe,
812,Mauritania,2017,3.86,1408.9,,,,Africa,
813,Mauritania,2018,3.92,1430.8,,,,Africa,
814,Mauritania,2019,4.02,1467.3,,,,Africa,
815,Mauritania,2020,4.13,1507.45,,,,Africa,
816,Mauritania,2021,4.43,1616.9499999999998,0.9,0.92,1.82,Africa,
817,Mauritania,2022,5.04,1839.6,,,,Africa,
818,Mauritania,2023,5.28,1927.2,,,,Africa,
819,Mauritania,2024,5.4,1971.0,,,,Africa,
820,Mauritius,2017,3.38,1233.7,,,,Africa,
821,Mauritius,2018,3.41,1244.65,,,,Africa,
822,Mauritius,2019,3.46,1262.9,,,,Africa,
823,Mauritius,2020,3.64,1328.6,,,,Africa,
824,Mauritius,2021,3.77,1376.05,1.26,0.49,1.75,Africa,
825,Mauritius,2022,4.21,1536.65,,,,Africa,
826,Mauritius,2023,4.42,1613.3,,,,Africa,
827,Mauritius,2024,4.72,1722.8,,,,Africa,
828,Mexico,2017,2.9,1058.5,,,,North America,130.197803
829,Mexico,2018,2.97,1084.0500000000002,,,,North America,136.576655
830,Mexico,2019,2.98,1087.7,,,,North America,141.54252
831,Mexico,2020,3.07,1120.55,,,,North America,146.350484
832,Mexico,2021,3.27,1193.55,0.79,0.57,1.36,North America,154.676669
833,Mexico,2022,3.85,1405.25,,,,North America,166.890366
834,Mexico,2023,4.2,1533.0,,,,North America,176.116
835,Mexico,2024,4.41,1609.65,,,,North America,
836,Mongolia,2017,4.11,1500.15,,,,Asia,
837,Mongolia,2018,4.26,1554.9,,,,Asia,
838,Mongolia,2019,4.56,1664.4,,,,Asia,
839,Mongolia,2020,5.01,1828.65,,,,Asia,
840,Mongolia,2021,5.55,2025.75,0.9,2.5,3.4,Asia,
841,Mongolia,2022,6.17,2252.05,,,,Asia,
842,Mongolia,2023,6.74,2460.1,,,,Asia,
843,Mongolia,2024,7.02,2562.3,,,,Asia,
844,Montenegro,2017,3.21,1171.65,,,,Europe,
845,Montenegro,2018,3.24,1182.6,,,,Europe,
846,Montenegro,2019,3.49,1273.85,,,,Europe,
847,Montenegro,2020,3.43,1251.95,,,,Europe,
848,Montenegro,2021,3.63,1324.95,0.88,0.69,1.5699999999999998,Europe,
849,Montenegro,2022,4.4,1606.0000000000002,,,,Europe,
850,Montenegro,2023,4.74,1730.1,,,,Europe,
851,Montenegro,2024,4.78,1744.7,,,,Europe,
852,Morocco,2017,2.63,959.95,,,,Africa,108.7678
853,Morocco,2018,2.5,912.5,,,,Africa,110.5084
854,Morocco,2019,2.47,901.55,,,,Africa,110.7804
855,Morocco,2020,2.47,901.55,,,,Africa,111.4694
856,Morocco,2021,2.76,1007.4,0.52,0.45,0.97,Africa,113.0286
857,Morocco,2022,3.11,1135.15,,,,Africa,120.553
858,Morocco,2023,3.45,1259.25,,,,Africa,127.896
859,Morocco,2024,3.54,1292.1,,,,Africa,
860,Mozambique,2017,2.74,1000.1,,,,Africa,
861,Mozambique,2018,2.71,989.15,,,,Africa,
862,Mozambique,2019,2.77,1011.05,,,,Africa,
863,Mozambique,2020,2.93,1069.45,,,,Africa,
864,Mozambique,2021,3.23,1178.95,0.54,0.22,0.76,Africa,
865,Mozambique,2022,3.57,1303.05,,,,Africa,
866,Mozambique,2023,3.81,1390.65,,,,Africa,
867,Mozambique,2024,4.14,1511.1,,,,Africa,
868,Myanmar,2017,3.56,1299.4,,,,Asia,
869,Myanmar,2018,3.7,1350.5,,,,Asia,
870,Myanmar,2019,3.93,1434.45,,,,Asia,
871,Myanmar,2020,3.96,1445.4,,,,Asia,
872,Myanmar,2021,3.64,1328.6,,,,Asia,
873,Myanmar,2022,3.88,1416.2,,,,Asia,
874,Myanmar,2023,3.72,1357.8000000000002,,,,Asia,
875,Myanmar,2024,3.49,1273.85,,,,Asia,
876,Namibia,2017,3.26,1189.9,,,,Africa,
877,Namibia,2018,3.26,1189.9,,,,Africa,
878,Namibia,2019,3.33,1215.45,,,,Africa,
879,Namibia,2020,3.51,1281.15,,,,Africa,
880,Namibia,2021,3.75,1368.75,0.95,0.66,1.61,Africa,
881,Namibia,2022,4.11,1500.15,,,,Africa,
882,Namibia,2023,4.5,1642.5,,,,Africa,
883,Namibia,2024,4.67,1704.55,,,,Africa,
884,Nepal,2017,3.35,1222.75,,,,Asia,
885,Nepal,2018,3.32,1211.8,,,,Asia,
886,Nepal,2019,3.36,1226.4,,,,Asia,
887,Nepal,2020,3.51,1281.15,,,,Asia,
888,Nepal,2021,3.62,1321.3,0.78,0.71,1.49,Asia,
889,Nepal,2022,3.89,1419.85,,,,Asia,
890,Nepal,2023,4.01,1463.65,,,,Asia,
891,Nepal,2024,4.2,1533.0,,,,Asia,
892,Netherlands (Kingdom of the),2017,2.21,806.65,,,,,
893,Netherlands (Kingdom of the),2018,2.27,828.55,,,,,
894,Netherlands (Kingdom of the),2019,2.39,872.35,,,,,
895,Netherlands (Kingdom of the),2020,2.49,908.85,,,,,
896,Netherlands (Kingdom of the),2021,2.54,927.1,0.59,0.69,1.2799999999999998,,
897,Netherlands (Kingdom of the),2022,2.9,1058.5,,,,,
898,Netherlands (Kingdom of the),2023,3.13,1142.45,,,,,
899,Netherlands (Kingdom of the),2024,3.17,1157.05,,,,,
900,New Zealand,2017,2.65,967.25,,,,Oceania,110.651579
901,New Zealand,2018,2.57,938.05,,,,Oceania,112.42012
902,New Zealand,2019,2.7,985.5,,,,Oceania,114.240912
903,New Zealand,2020,2.83,1032.95,,,,Oceania,116.199643
904,New Zealand,2021,2.86,1043.9,0.61,0.86,1.47,Oceania,120.779211
905,New Zealand,2022,3.28,1197.1999999999998,,,,Oceania,129.441767
906,New Zealand,2023,3.56,1299.4,,,,Oceania,136.862874
907,New Zealand,2024,3.56,1299.4,,,,Oceania,
908,Nicaragua,2017,3.72,1357.8000000000002,,,,North America,
909,Nicaragua,2018,3.73,1361.45,,,,North America,
910,Nicaragua,2019,3.78,1379.6999999999998,,,,North America,
911,Nicaragua,2020,3.89,1419.85,,,,North America,
912,Nicaragua,2021,4.06,1481.9,0.89,0.54,1.4300000000000002,North America,
913,Nicaragua,2022,4.59,1675.35,,,,North America,
914,Nicaragua,2023,4.9,1788.5000000000002,,,,North America,
915,Niger,2017,3.25,1186.25,,,,Africa,
916,Niger,2018,3.27,1193.55,,,,Africa,
917,Niger,2019,3.34,1219.1,,,,Africa,
918,Niger,2020,3.6,1314.0,,,,Africa,
