id,country,year,cost_healthy_diet_ppp_usd,annual_cost_healthy_diet_usd,cost_vegetables_ppp_usd,cost_fruits_ppp_usd,total_food_components_cost,continent,cpi
1,Albania,2017,3.04,1109.6,,,,Europe,
2,Albania,2018,3.13,1142.45,,,,Europe,
3,Albania,2019,3.32,1211.8,,,,Europe,
4,Albania,2020,3.4,1241.0,,,,Europe,
5,Albania,2021,3.49,1273.85,0.6,0.77,1.37,Europe,
6,Albania,2022,4.14,1511.1,,,,Europe,
7,Albania,2023,4.58,1671.7,,,,Europe,
8,Albania,2024,4.77,1741.05,,,,Europe,
9,Algeria,2017,4.1,1496.4999999999998,,,,Africa,142.3842
10,Algeria,2018,4.16,1518.4,,,,Africa,148.463992
11,Algeria,2019,4.18,1525.6999999999998,,,,Africa,151.361675
12,Algeria,2020,4.19,1529.35,,,,Africa,155.017258
13,Algeria,2021,4.47,1631.55,0.72,1.1,1.82,Africa,166.2189
14,Algeria,2022,5.01,1828.65,,,,Africa,181.619925
15,Algeria,2023,5.41,1974.65,,,,Africa,198.550867
16,Algeria,2024,5.53,2018.45,,,,Africa,
17,Angola,2017,3.18,1160.7,,,,Africa,
18,Angola,2018,3.27,1193.55,,,,Africa,
19,Angola,2019,3.43,1251.95,,,,Africa,
20,Angola,2020,3.7,1350.5,,,,Africa,
21,Angola,2021,4.11,1500.15,0.44,0.75,1.19,Africa,
22,Angola,2022,4.55,1660.75,,,,Africa,
23,Angola,2023,4.72,1722.8,,,,Africa,
24,Angola,2024,5.0,1825.0,,,,Africa,
25,Antigua and Barbuda,2017,3.77,1376.05,,,,North America,
26,Antigua and Barbuda,2018,4.24,1547.6,,,,North America,
27,Antigua and Barbuda,2019,4.38,1598.7,,,,North America,
28,Antigua and Barbuda,2020,4.67,1704.55,,,,North America,
29,Antigua and Barbuda,2021,4.92,1795.8,1.26,1.59,2.85,North America,
30,Antigua and Barbuda,2022,5.46,1992.9,,,,North America,
31,Antigua and Barbuda,2023,5.8,2117.0,,,,North America,
32,Antigua and Barbuda,2024,5.9,2153.5,,,,North America,
33,Argentina,2017,3.26,1189.9,,,,South America,310.8269021
34,Armenia,2017,3.22,1175.3000000000002,,,,Asia,
35,Armenia,2018,3.31,1208.15,,,,Asia,
36,Armenia,2019,3.44,1255.6,,,,Asia,
37,Armenia,2020,3.54,1292.1,,,,Asia,
38,Armenia,2021,3.8,1387.0,0.6,0.92,1.52,Asia,
39,Armenia,2022,4.27,1558.55,,,,Asia,
40,Armenia,2023,4.33,1580.45,,,,Asia,
41,Armenia,2024,4.35,1587.7499999999998,,,,Asia,
42,Aruba,2017,3.38,1233.7,,,,North America,
43,Aruba,2018,3.55,1295.75,,,,North America,
44,Aruba,2019,3.79,1383.35,,,,North America,
45,Aruba,2020,3.9,1423.5,,,,North America,
46,Aruba,2021,4.0,1460.0,1.0,1.09,2.09,North America,
47,Aruba,2022,4.5,1642.5,,,,North America,
48,Aruba,2023,4.82,1759.3000000000002,,,,North America,
49,Aruba,2024,5.0,1825.0,,,,North America,
50,Australia,2017,2.33,850.45,,,,Oceania,115.686785
51,Australia,2018,2.36,861.4,,,,Oceania,117.898023
52,Australia,2019,2.4,876.0,,,,Oceania,119.797086
53,Australia,2020,2.51,916.15,,,,Oceania,120.811655
54,Australia,2021,2.61,952.65,0.73,0.78,1.51,Oceania,124.271592
55,Australia,2022,2.88,1051.2,,,,Oceania,132.466181
56,Australia,2023,3.1,1131.5,,,,Oceania,139.880333
57,Australia,2024,3.2,1168.0,,,,Oceania,
58,Austria,2017,2.06,751.9,,,,Europe,113.969268
59,Austria,2018,2.11,770.15,,,,Europe,116.254241
60,Austria,2019,2.19,799.35,,,,Europe,118.030333
61,Austria,2020,2.3,839.4999999999999,,,,Europe,119.73658
62,Austria,2021,2.42,883.3,0.72,0.72,1.44,Europe,123.049292
63,Austria,2022,2.75,1003.75,,,,Europe,133.566154
64,Austria,2023,2.91,1062.15,,,,Europe,144.003193
65,Austria,2024,2.99,1091.35,,,,Europe,
66,Azerbaijan,2017,2.9,1058.5,,,,Asia,
67,Azerbaijan,2018,2.95,1076.75,,,,Asia,
68,Azerbaijan,2019,3.1,1131.5,,,,Asia,
69,Azerbaijan,2020,3.28,1197.1999999999998,,,,Asia,
70,Azerbaijan,2021,3.44,1255.6,0.46,0.66,1.12,Asia,
71,Azerbaijan,2022,3.92,1430.8,,,,Asia,
72,Azerbaijan,2023,4.13,1507.45,,,,Asia,
73,Azerbaijan,2024,4.2,1533.0,,,,Asia,
74,Bahamas,2017,4.2,1533.0,,,,North America,
75,Bahamas,2018,4.23,1543.95,,,,North America,
76,Bahamas,2019,4.12,1503.8,,,,North America,
77,Bahamas,2020,4.19,1529.35,,,,North America,
78,Bahamas,2021,4.28,1562.2,,,,North America,
79,Bahamas,2022,4.96,1810.4,,,,North America,
80,Bahamas,2023,5.25,1916.25,,,,North America,
81,Bahamas,2024,5.54,2022.1,,,,North America,
82,Bahrain,2017,3.04,1109.6,,,,Asia,
83,Bahrain,2018,3.19,1164.35,,,,Asia,
84,Bahrain,2019,3.3,1204.5,,,,Asia,
85,Bahrain,2020,3.42,1248.3,,,,Asia,
86,Bahrain,2021,3.25,1186.25,0.74,0.41,1.15,Asia,
87,Bahrain,2022,3.74,1365.1,,,,Asia,
88,Bahrain,2023,4.12,1503.8,,,,Asia,
89,Bahrain,2024,4.33,1580.45,,,,Asia,
90,Bangladesh,2017,3.09,1127.85,,,,Asia,
91,Bangladesh,2018,3.26,1189.9,,,,Asia,
92,Bangladesh,2019,3.4,1241.0,,,,Asia,
93,Bangladesh,2020,3.61,1317.65,,,,Asia,
94,Bangladesh,2021,3.83,1397.95,0.76,0.66,1.42,Asia,
95,Bangladesh,2022,4.13,1507.45,,,,Asia,
96,Bangladesh,2023,4.33,1580.45,,,,Asia,
97,Bangladesh,2024,4.49,1638.85,,,,Asia,
98,Belarus,2017,3.13,1142.45,,,,Europe,
99,Belarus,2018,3.13,1142.45,,,,Europe,
100,Belarus,2019,3.19,1164.35,,,,Europe,
101,Belarus,2020,3.22,1175.3000000000002,,,,Europe,
102,Belarus,2021,3.3,1204.5,0.48,0.94,1.42,Europe,
103,Belarus,2022,3.6,1314.0,,,,Europe,
104,Belarus,2023,3.72,1357.8000000000002,,,,Europe,
105,Belarus,2024,3.83,1397.95,,,,Europe,
106,Belgium,2017,2.0,730.0,,,,Europe,113.128903
107,Belgium,2018,2.07,755.55,,,,Europe,115.451626
108,Belgium,2019,2.16,788.4000000000001,,,,Europe,117.110457
109,Belgium,2020,2.28,832.1999999999999,,,,Europe,117.978002
110,Belgium,2021,2.26,824.9,0.62,0.74,1.36,Europe,120.856958
111,Belgium,2022,2.49,908.85,,,,Europe,132.456219
112,Belgium,2023,2.77,1011.05,,,,Europe,137.819386
113,Belgium,2024,2.81,1025.65,,,,Europe,
114,Belize,2017,2.56,934.4,,,,North America,
115,Belize,2018,2.69,981.85,,,,North America,
116,Belize,2019,2.9,1058.5,,,,North America,
117,Belize,2020,3.16,1153.4,,,,North America,
118,Belize,2021,3.52,1284.8,1.22,0.28,1.5,North America,
119,Belize,2022,3.85,1405.25,,,,North America,
120,Belize,2023,4.32,1576.8000000000002,,,,North America,
121,Belize,2024,4.54,1657.1,,,,North America,
122,Benin,2017,2.85,1040.25,,,,Africa,
123,Benin,2018,2.87,1047.55,,,,Africa,
124,Benin,2019,2.89,1054.85,,,,Africa,
125,Benin,2020,2.9,1058.5,,,,Africa,
126,Benin,2021,3.07,1120.55,0.57,0.36,0.93,Africa,
127,Benin,2022,3.25,1186.25,,,,Africa,
128,Benin,2023,3.3,1204.5,,,,Africa,
129,Benin,2024,3.39,1237.35,,,,Africa,
130,Bermuda,2017,2.88,1051.2,,,,North America,
131,Bermuda,2018,2.94,1073.1,,,,North America,
132,Bermuda,2019,3.12,1138.8,,,,North America,
133,Bermuda,2020,3.33,1215.45,,,,North America,
134,Bermuda,2021,3.55,1295.75,1.07,0.37,1.44,North America,
135,Bermuda,2022,3.96,1445.4,,,,North America,
136,Bermuda,2023,4.23,1543.95,,,,North America,
137,Bermuda,2024,4.39,1602.35,,,,North America,
138,Bhutan,2017,4.14,1511.1,,,,Asia,
139,Bhutan,2018,4.31,1573.15,,,,Asia,
140,Bhutan,2019,4.44,1620.6,,,,Asia,
141,Bhutan,2020,4.86,1773.9,,,,Asia,
142,Bhutan,2021,5.14,1876.1,0.99,1.5,2.49,Asia,
143,Bhutan,2022,5.48,2000.2,,,,Asia,
144,Bhutan,2023,5.69,2076.8500000000004,,,,Asia,
145,Bhutan,2024,5.96,2175.4,,,,Asia,
146,Bolivia (Plurinational State of),2017,3.62,1321.3,,,,,
147,Bolivia (Plurinational State of),2018,3.61,1317.65,,,,,
148,Bolivia (Plurinational State of),2019,3.75,1368.75,,,,,
149,Bolivia (Plurinational State of),2020,3.78,1379.6999999999998,,,,,
150,Bolivia (Plurinational State of),2021,3.96,1445.4,0.71,0.67,1.38,,
151,Bolivia (Plurinational State of),2022,4.3,1569.5,,,,,
152,Bolivia (Plurinational State of),2023,4.57,1668.0500000000002,,,,,
153,Bolivia (Plurinational State of),2024,4.82,1759.3000000000002,,,,,
154,Bosnia and Herzegovina,2017,4.07,1485.5500000000002,,,,Europe,
155,Bosnia and Herzegovina,2018,4.13,1507.45,,,,Europe,
156,Bosnia and Herzegovina,2019,4.34,1584.1,,,,Europe,
157,Bosnia and Herzegovina,2020,4.34,1584.1,,,,Europe,
158,Bosnia and Herzegovina,2021,4.54,1657.1,1.17,0.73,1.9,Europe,
159,Bosnia and Herzegovina,2022,5.48,2000.2,,,,Europe,
160,Bosnia and Herzegovina,2023,5.95,2171.75,,,,Europe,
161,Bosnia and Herzegovina,2024,6.15,2244.75,,,,Europe,
162,Botswana,2017,3.01,1098.65,,,,Africa,
163,Botswana,2018,3.0,1095.0,,,,Africa,
164,Botswana,2019,3.04,1109.6,,,,Africa,
165,Botswana,2020,3.21,1171.65,,,,Africa,
166,Botswana,2021,3.41,1244.65,0.58,0.43,1.01,Africa,
167,Botswana,2022,3.62,1321.3,,,,Africa,
168,Botswana,2023,4.01,1463.65,,,,Africa,
169,Botswana,2024,4.21,1536.65,,,,Africa,
170,Brazil,2017,3.15,1149.75,,,,South America,155.6697991
171,Brazil,2018,3.23,1178.95,,,,South America,161.3745936
172,Brazil,2019,3.39,1237.35,,,,South America,167.3987722
173,Brazil,2020,3.69,1346.85,,,,South America,172.7749359
174,Brazil,2021,3.97,1449.0500000000002,0.69,0.67,1.36,South America,187.1179746
175,Brazil,2022,4.39,1602.35,,,,South America,204.4824036
176,Brazil,2023,4.55,1660.75,,,,South America,213.8753639
177,Brazil,2024,4.69,1711.85,,,,South America,
178,British Virgin Islands,2017,3.5,1277.5,,,,North America,
179,British Virgin Islands,2018,3.53,1288.4499999999998,,,,North America,
180,British Virgin Islands,2019,3.64,1328.6,,,,North America,
181,British Virgin Islands,2020,3.78,1379.6999999999998,,,,North America,
182,British Virgin Islands,2021,3.94,1438.1,0.97,0.92,1.89,North America,
183,British Virgin Islands,2022,4.78,1744.7,,,,North America,
184,British Virgin Islands,2023,5.05,1843.25,,,,North America,
185,British Virgin Islands,2024,5.23,1908.95,,,,North America,
186,Brunei Darussalam,2017,4.11,1500.15,,,,,
187,Brunei Darussalam,2018,4.26,1554.9,,,,,
188,Brunei Darussalam,2019,4.36,1591.4,,,,,
189,Brunei Darussalam,2020,4.55,1660.75,,,,,
190,Brunei Darussalam,2021,4.85,1770.2499999999998,1.3,0.93,2.23,,
191,Brunei Darussalam,2022,5.32,1941.8,,,,,
192,Brunei Darussalam,2023,5.67,2069.55,,,,,
193,Brunei Darussalam,2024,5.89,2149.85,,,,,
194,Bulgaria,2017,3.39,1237.35,,,,Europe,107.936191
195,Bulgaria,2018,3.47,1266.5500000000002,,,,Europe,110.97404
196,Bulgaria,2019,3.67,1339.55,,,,Europe,114.41849
197,Bulgaria,2020,3.8,1387.0,,,,Europe,116.332014
198,Bulgaria,2021,3.93,1434.45,0.85,0.87,1.72,Europe,120.168011
199,Bulgaria,2022,4.72,1722.8,,,,Europe,138.593522
200,Bulgaria,2023,5.16,1883.4,,,,Europe,151.702831
201,Bulgaria,2024,5.32,1941.8,,,,Europe,
202,Burkina Faso,2017,2.77,1011.05,,,,Africa,
203,Burkina Faso,2018,2.82,1029.3,,,,Africa,
204,Burkina Faso,2019,2.72,992.8,,,,Africa,
205,Burkina Faso,2020,2.8,1022.0,,,,Africa,
206,Burkina Faso,2021,2.97,1084.0500000000002,0.57,0.39,0.96,Africa,
207,Burkina Faso,2022,3.48,1270.2,,,,Africa,
208,Burkina Faso,2023,3.55,1295.75,,,,Africa,
209,Burkina Faso,2024,3.73,1361.45,,,,Africa,
210,Burundi,2017,3.4,1241.0,,,,Africa,
211,Burundi,2018,3.12,1138.8,,,,Africa,
212,Burundi,2019,3.1,1131.5,,,,Africa,
213,Burundi,2020,3.33,1215.45,,,,Africa,
214,Burundi,2021,3.54,1292.1,0.42,0.45,0.87,Africa,
215,Burundi,2022,4.0,1460.0,,,,Africa,
216,Burundi,2023,4.5,1642.5,,,,Africa,
217,Burundi,2024,4.55,1660.75,,,,Africa,
218,Cabo Verde,2017,3.16,1153.4,,,,Africa,
219,Cabo Verde,2018,2.92,1065.8,,,,Africa,
220,Cabo Verde,2019,2.86,1043.9,,,,Africa,
221,Cabo Verde,2020,2.83,1032.95,,,,Africa,
222,Cabo Verde,2021,2.92,1065.8,0.96,0.51,1.47,Africa,
223,Cabo Verde,2022,3.38,1233.7,,,,Africa,
224,Cabo Verde,2023,3.69,1346.85,,,,Africa,
225,Cabo Verde,2024,3.81,1390.65,,,,Africa,
226,Cambodia,2017,3.55,1295.75,,,,Asia,
227,Cambodia,2018,3.62,1321.3,,,,Asia,
228,Cambodia,2019,3.68,1343.2,,,,Asia,
229,Cambodia,2020,3.84,1401.6,,,,Asia,
230,Cambodia,2021,3.95,1441.75,1.03,0.56,1.59,Asia,
231,Cambodia,2022,4.25,1551.25,,,,Asia,
232,Cambodia,2023,4.47,1631.55,,,,Asia,
233,Cambodia,2024,4.6,1678.9999999999998,,,,Asia,
234,Cameroon,2017,2.6,949.0,,,,Africa,
235,Cameroon,2018,2.74,1000.1,,,,Africa,
236,Cameroon,2019,2.9,1058.5,,,,Africa,
237,Cameroon,2020,3.1,1131.5,,,,Africa,
238,Cameroon,2021,3.41,1244.65,0.39,0.27,0.66,Africa,
239,Cameroon,2022,3.9,1423.5,,,,Africa,
240,Cameroon,2023,4.2,1533.0,,,,Africa,
241,Cameroon,2024,4.38,1598.7,,,,Africa,
242,Canada,2017,3.08,1124.2,,,,North America,111.984831
243,Canada,2018,3.13,1142.45,,,,North America,114.5249
244,Canada,2019,3.19,1164.35,,,,North America,116.757298
245,Canada,2020,3.33,1215.45,,,,North America,117.594448
246,Canada,2021,3.52,1284.8,0.88,0.91,1.79,North America,121.587006
247,Canada,2022,3.92,1430.8,,,,North America,129.858329
248,Canada,2023,4.27,1558.55,,,,North America,134.895535
249,Canada,2024,4.39,1602.35,,,,North America,
250,Cayman Islands,2017,3.5,1277.5,,,,North America,
251,Cayman Islands,2018,3.64,1328.6,,,,North America,
252,Cayman Islands,2019,3.61,1317.65,,,,North America,
253,Cayman Islands,2020,3.81,1390.65,,,,North America,
254,Cayman Islands,2021,4.09,1492.85,0.89,1.19,2.08,North America,
255,Cayman Islands,2022,4.33,1580.45,,,,North America,
256,Cayman Islands,2023,4.61,1682.65,,,,North America,
257,Cayman Islands,2024,4.7,1715.5,,,,North America,
258,Central African Republic,2017,2.95,1076.75,,,,Africa,
259,Central African Republic,2018,3.08,1124.2,,,,Africa,
260,Central African Republic,2019,3.22,1175.3000000000002,,,,Africa,
261,Central African Republic,2020,3.38,1233.7,,,,Africa,
262,Central African Republic,2021,3.63,1324.95,0.94,0.23,1.17,Africa,
263,Central African Republic,2022,3.92,1430.8,,,,Africa,
264,Central African Republic,2023,4.08,1489.2,,,,Africa,
265,Central African Republic,2024,4.21,1536.65,,,,Africa,
266,Chad,2017,2.82,1029.3,,,,Africa,
267,Chad,2018,2.8,1022.0,,,,Africa,
268,Chad,2019,2.8,1022.0,,,,Africa,
269,Chad,2020,2.95,1076.75,,,,Africa,
270,Chad,2021,3.04,1109.6,0.43,0.27,0.7,Africa,
271,Chad,2022,3.49,1273.85,,,,Africa,
272,Chad,2023,3.77,1376.05,,,,Africa,
273,Chad,2024,3.94,1438.1,,,,Africa,
274,Chile,2017,3.38,1233.7,,,,South America,125.5639098
275,Chile,2018,3.52,1284.8,,,,South America,128.6227904
276,Chile,2019,3.66,1335.9,,,,South America,131.9113724
277,Chile,2020,3.79,1383.35,,,,South America,135.9332867
278,Chile,2021,3.87,1412.55,1.05,0.75,1.8,South America,142.0795823
279,Chile,2022,4.42,1613.3,,,,South America,158.6223624
280,Chile,2023,5.04,1839.6,,,,South America,170.6481574
281,Chile,2024,5.22,1905.3,,,,South America,
282,"China, Hong Kong SAR",2017,3.33,1215.45,,,,,
283,"China, Hong Kong SAR",2018,3.44,1255.6,,,,,
284,"China, Hong Kong SAR",2019,3.78,1379.6999999999998,,,,,
285,"China, Hong Kong SAR",2020,4.04,1474.6,,,,,
286,"China, Hong Kong SAR",2021,4.2,1533.0,0.92,0.81,1.73,,
287,"China, Hong Kong SAR",2022,4.65,1697.2500000000002,,,,,
288,"China, Hong Kong SAR",2023,4.77,1741.05,,,,,
289,"China, Hong Kong SAR",2024,4.81,1755.65,,,,,
290,"China, Taiwan Province of",2017,4.0,1460.0,,,,,
291,"China, Taiwan Province of",2021,4.95,1806.75,1.15,0.75,1.9,,
292,"China, mainland",2017,2.8,1022.0,,,,,
293,"China, mainland",2018,2.82,1029.3,,,,,
294,"China, mainland",2019,3.0,1095.0,,,,,
295,"China, mainland",2020,3.25,1186.25,,,,,
296,"China, mainland",2021,3.13,1142.45,0.6,0.74,1.34,,
297,"China, mainland",2022,3.41,1244.65,,,,,
298,"China, mainland",2023,3.53,1288.4499999999998,,,,,
299,"China, mainland",2024,3.6,1314.0,,,,,
300,Colombia,2017,2.84,1036.6,,,,South America,131.8811
301,Colombia,2018,2.87,1047.55,,,,South America,136.1549
302,Colombia,2019,2.95,1076.75,,,,South America,140.9482
303,Colombia,2020,3.15,1149.75,,,,South America,144.5078
304,Colombia,2021,3.3,1204.5,0.8,0.53,1.33,South America,149.5597
305,Colombia,2022,4.06,1481.9,,,,South America,164.7796
306,Colombia,2023,4.69,1711.85,,,,South America,184.1185
307,Colombia,2024,4.67,1704.55,,,,South America,
308,Comoros,2017,4.61,1682.65,,,,Africa,
309,Comoros,2018,4.55,1660.75,,,,Africa,
310,Comoros,2019,4.54,1657.1,,,,Africa,
311,Comoros,2020,4.49,1638.85,,,,Africa,
312,Comoros,2021,4.48,1635.2,1.14,0.47,1.61,Africa,
313,Comoros,2022,4.75,1733.75,,,,Africa,
314,Comoros,2023,4.93,1799.4499999999998,,,,Africa,
315,Comoros,2024,5.14,1876.1,,,,Africa,
316,Congo,2017,3.04,1109.6,,,,,
317,Congo,2018,3.16,1153.4,,,,,
318,Congo,2019,3.24,1182.6,,,,,
319,Congo,2020,3.43,1251.95,,,,,
320,Congo,2021,3.74,1365.1,0.77,0.41,1.18,,
321,Congo,2022,4.16,1518.4,,,,,
322,Congo,2023,4.33,1580.45,,,,,
323,Congo,2024,4.43,1616.9499999999998,,,,,
324,Costa Rica,2017,3.54,1292.1,,,,North America,
325,Costa Rica,2018,3.58,1306.7,,,,North America,
326,Costa Rica,2019,3.67,1339.55,,,,North America,
327,Costa Rica,2020,3.56,1299.4,,,,North America,
328,Costa Rica,2021,3.7,1350.5,0.86,0.58,1.44,North America,
329,Costa Rica,2022,4.13,1507.45,,,,North America,
330,Costa Rica,2023,4.52,1649.8,,,,North America,
331,Costa Rica,2024,4.62,1686.3,,,,North America,
332,Croatia,2017,3.31,1208.15,,,,Europe,107.363994
333,Croatia,2018,3.35,1222.75,,,,Europe,108.974588
334,Croatia,2019,3.44,1255.6,,,,Europe,109.815676
335,Croatia,2020,3.53,1288.4499999999998,,,,Europe,109.985684
336,Croatia,2021,3.71,1354.15,0.88,0.76,1.64,Europe,112.795276
337,Croatia,2022,4.21,1536.65,,,,Europe,124.955261
338,Croatia,2023,4.52,1649.8,,,,Europe,134.878311
339,Croatia,2024,4.7,1715.5,,,,Europe,
340,Cura̤ao,2017,2.95,1076.75,,,,,
341,Cura̤ao,2018,3.13,1142.45,,,,,
342,Cura̤ao,2019,3.35,1222.75,,,,,
343,Cura̤ao,2020,3.65,1332.25,,,,,
344,Cura̤ao,2021,4.0,1460.0,0.97,1.0,1.97,,
345,Cura̤ao,2022,4.44,1620.6,,,,,
346,Cura̤ao,2023,5.01,1828.65,,,,,
347,Cura̤ao,2024,5.54,2022.1,,,,,
348,Cyprus,2017,2.89,1054.85,,,,Asia,100.806185
349,Cyprus,2018,2.93,1069.45,,,,Asia,102.253249
350,Cyprus,2019,3.04,1109.6,,,,Asia,102.509261
351,Cyprus,2020,3.14,1146.1,,,,Asia,101.854819
352,Cyprus,2021,3.1,1131.5,0.72,0.73,1.45,Asia,104.346278
353,Cyprus,2022,3.44,1255.6,,,,Asia,113.106652
354,Cyprus,2023,3.65,1332.25,,,,Asia,117.112145
355,Cyprus,2024,3.82,1394.3,,,,Asia,
356,Czechia,2017,2.81,1025.65,,,,Europe,110.867225
357,Czechia,2018,2.83,1032.95,,,,Europe,113.250333
358,Czechia,2019,2.97,1084.0500000000002,,,,Europe,116.47555
359,Czechia,2020,3.0,1095.0,,,,Europe,120.157683
360,Czechia,2021,2.9,1058.5,0.72,0.61,1.33,Europe,124.771542
361,Czechia,2022,3.36,1226.4,,,,Europe,143.61225
362,Czechia,2023,3.65,1332.25,,,,Europe,158.923125
363,Czechia,2024,3.58,1306.7,,,,Europe,
364,C̫te d'Ivoire,2017,2.66,970.9,,,,,
365,C̫te d'Ivoire,2018,2.69,981.85,,,,,
366,C̫te d'Ivoire,2019,2.66,970.9,,,,,
367,C̫te d'Ivoire,2020,2.73,996.45,,,,,
368,C̫te d'Ivoire,2021,2.91,1062.15,0.31,0.27,0.5800000000000001,,
369,C̫te d'Ivoire,2022,3.25,1186.25,,,,,
370,C̫te d'Ivoire,2023,3.45,1259.25,,,,,
371,C̫te d'Ivoire,2024,3.58,1306.7,,,,,
372,Democratic Republic of the Congo,2017,4.27,1558.55,,,,,
373,Democratic Republic of the Congo,2018,3.46,1262.9,,,,,
374,Democratic Republic of the Congo,2019,3.44,1255.6,,,,,
375,Democratic Republic of the Congo,2020,3.21,1171.65,,,,,
376,Democratic Republic of the Congo,2021,3.11,1135.15,0.3,0.27,0.5700000000000001,,
377,Democratic Republic of the Congo,2022,3.38,1233.7,,,,,
378,Democratic Republic of the Congo,2023,3.55,1295.75,,,,,
379,Democratic Republic of the Congo,2024,3.46,1262.9,,,,,
380,Denmark,2017,2.2,803.0000000000001,,,,Europe,108.633158
381,Denmark,2018,2.26,824.9,,,,Europe,109.517007
382,Denmark,2019,2.34,854.0999999999999,,,,Europe,110.34729
383,Denmark,2020,2.41,879.6500000000001,,,,Europe,110.811535
384,Denmark,2021,2.49,908.85,0.66,0.6,1.26,Europe,112.864923
385,Denmark,2022,2.72,992.8,,,,Europe,121.551647
386,Denmark,2023,2.94,1073.1,,,,Europe,125.569146
387,Denmark,2024,3.03,1105.9499999999998,,,,Europe,
388,Djibouti,2017,2.97,1084.0500000000002,,,,Africa,
389,Djibouti,2018,3.0,1095.0,,,,Africa,
390,Djibouti,2019,3.1,1131.5,,,,Africa,
391,Djibouti,2020,3.24,1182.6,,,,Africa,
392,Djibouti,2021,3.4,1241.0,0.64,0.46,1.1,Africa,
393,Djibouti,2022,3.86,1408.9,,,,Africa,
394,Djibouti,2023,4.06,1481.9,,,,Africa,
395,Djibouti,2024,4.2,1533.0,,,,Africa,
396,Dominica,2017,4.28,1562.2,,,,North America,
397,Dominica,2018,4.55,1660.75,,,,North America,
398,Dominica,2019,4.75,1733.75,,,,North America,
399,Dominica,2020,5.0,1825.0,,,,North America,
400,Dominica,2021,5.26,1919.9,1.62,0.9,2.52,North America,
401,Dominica,2022,5.69,2076.8500000000004,,,,North America,
402,Dominica,2023,6.08,2219.2,,,,North America,
403,Dominica,2024,6.36,2321.4,,,,North America,
404,Dominican Republic,2017,3.39,1237.35,,,,North America,
405,Dominican Republic,2018,3.48,1270.2,,,,North America,
406,Dominican Republic,2019,3.74,1365.1,,,,North America,
407,Dominican Republic,2020,4.05,1478.25,,,,North America,
408,Dominican Republic,2021,4.41,1609.65,0.95,0.58,1.5299999999999998,North America,
409,Dominican Republic,2022,4.87,1777.55,,,,North America,
410,Dominican Republic,2023,5.21,1901.65,,,,North America,
411,Dominican Republic,2024,5.4,1971.0,,,,North America,
412,Ecuador,2017,2.5,912.5,,,,South America,
413,Ecuador,2018,2.54,927.1,,,,South America,
414,Ecuador,2019,2.63,959.95,,,,South America,
415,Ecuador,2020,2.77,1011.05,,,,South America,
416,Ecuador,2021,2.91,1062.15,0.44,0.38,0.8200000000000001,South America,
417,Ecuador,2022,3.19,1164.35,,,,South America,
418,Ecuador,2023,3.43,1251.95,,,,South America,
419,Ecuador,2024,3.56,1299.4,,,,South America,
420,Egypt,2017,3.81,1390.65,,,,Africa,
421,Egypt,2018,4.02,1467.3,,,,Africa,
422,Egypt,2019,3.98,1452.7,,,,Africa,
423,Egypt,2020,3.88,1416.2,,,,Africa,
424,Egypt,2021,4.01,1463.65,0.52,0.42,0.94,Africa,
425,Egypt,2022,4.69,1711.85,,,,Africa,
426,Egypt,2023,5.96,2175.4,,,,Africa,
427,Egypt,2024,6.38,2328.7,,,,Africa,
428,Equatorial Guinea,2017,3.7,1350.5,,,,Africa,
429,Equatorial Guinea,2018,3.77,1376.05,,,,Africa,
430,Equatorial Guinea,2019,3.81,1390.65,,,,Africa,
431,Equatorial Guinea,2020,3.93,1434.45,,,,Africa,
432,Equatorial Guinea,2021,4.07,1485.5500000000002,1.08,0.38,1.46,Africa,
433,Equatorial Guinea,2022,4.43,1616.9499999999998,,,,Africa,
434,Equatorial Guinea,2023,4.62,1686.3,,,,Africa,
435,Equatorial Guinea,2024,4.79,1748.35,,,,Africa,
436,Estonia,2017,3.14,1146.1,,,,Europe,115.455325
437,Estonia,2018,3.21,1171.65,,,,Europe,119.418937
438,Estonia,2019,3.35,1222.75,,,,Europe,122.150886
439,Estonia,2020,3.43,1251.95,,,,Europe,121.603163
440,Estonia,2021,3.34,1219.1,0.81,0.64,1.4500000000000002,Europe,127.258049
441,Estonia,2022,3.76,1372.4,,,,Europe,151.948466
442,Estonia,2023,4.21,1536.65,,,,Europe,165.855877
443,Estonia,2024,4.32,1576.8000000000002,,,,Europe,
444,Eswatini,2017,3.36,1226.4,,,,Africa,
445,Eswatini,2018,3.31,1208.15,,,,Africa,
446,Eswatini,2019,3.33,1215.45,,,,Africa,
447,Eswatini,2020,3.41,1244.65,,,,Africa,
448,Eswatini,2021,3.62,1321.3,0.82,0.32,1.14,Africa,
449,Eswatini,2022,3.96,1445.4,,,,Africa,
450,Eswatini,2023,4.09,1492.85,,,,Africa,
451,Eswatini,2024,4.21,1536.65,,,,Africa,
452,Ethiopia,2017,2.94,1073.1,,,,Africa,
453,Ethiopia,2018,3.03,1105.9499999999998,,,,Africa,
454,Ethiopia,2019,3.27,1193.55,,,,Africa,
455,Ethiopia,2020,3.52,1284.8,,,,Africa,
456,Ethiopia,2021,3.88,1416.2,0.39,0.83,1.22,Africa,
457,Ethiopia,2022,4.29,1565.85,,,,Africa,
458,Ethiopia,2023,4.41,1609.65,,,,Africa,
