country,commodity,year,cost_healthy_diet_ppp_usd,annual_cost_healthy_diet_usd,cost_vegetables_ppp_usd,cost_fruits_ppp_usd,total_food_components_cost,continent
United States of America,nan,2024.0,2.79,1018.35,,,,
Uruguay,nan,2017.0,2.78,1014.7,,,,South America
Uruguay,nan,2018.0,2.93,1069.45,,,,South America
Uruguay,nan,2019.0,3.08,1124.2,,,,South America
Uruguay,nan,2020.0,3.45,1259.25,,,,South America
Uruguay,nan,2021.0,3.65,1332.25,0.74,0.9,1.64,South America
Uruguay,nan,2022.0,4.01,1463.65,,,,South America
Uruguay,nan,2023.0,4.29,1565.85,,,,South America
Uruguay,nan,2024.0,4.41,1609.65,,,,South America
Uzbekistan,nan,2017.0,4.11,1500.15,,,,Asia
Uzbekistan,nan,2018.0,4.06,1481.9,,,,Asia
Uzbekistan,nan,2019.0,4.0,1460.0,,,,Asia
Uzbekistan,nan,2020.0,3.97,1449.0500000000002,,,,Asia
Uzbekistan,nan,2021.0,4.06,1481.9,0.47,1.03,1.5,Asia
Uzbekistan,nan,2022.0,4.52,1649.8,,,,Asia
Uzbekistan,nan,2023.0,4.78,1744.7,,,,Asia
Uzbekistan,nan,2024.0,4.67,1704.55,,,,Asia
Viet Nam,nan,2017.0,3.27,1193.55,,,,
Viet Nam,nan,2018.0,3.33,1215.45,,,,
Viet Nam,nan,2019.0,3.47,1266.5500000000002,,,,
Viet Nam,nan,2020.0,3.79,1383.35,,,,
Viet Nam,nan,2021.0,3.88,1416.2,0.65,0.63,1.28,
Viet Nam,nan,2022.0,4.17,1522.05,,,,
Viet Nam,nan,2023.0,4.35,1587.7499999999998,,,,
Viet Nam,nan,2024.0,4.49,1638.85,,,,
Zambia,nan,2017.0,2.73,996.45,,,,Africa
Zambia,nan,2018.0,2.79,1018.35,,,,Africa
Zambia,nan,2019.0,2.88,1051.2,,,,Africa
Zambia,nan,2020.0,2.96,1080.4,,,,Africa
Zambia,nan,2021.0,3.28,1197.1999999999998,0.31,0.36,0.6699999999999999,Africa
Zambia,nan,2022.0,3.61,1317.65,,,,Africa
Zambia,nan,2023.0,3.81,1390.65,,,,Africa
Zambia,nan,2024.0,3.99,1456.35,,,,Africa
Zimbabwe,nan,2017.0,3.54,1292.1,,,,Africa
